sym_idx,I,Q,tlast,b0,b1,K,phase_deg
845,0,0,0,1,0,1,0
846,32767,0,0,0,0,1,0
847,32767,0,0,0,0,1,0
848,32767,0,0,0,0,1,0
849,32767,0,0,0,0,1,0
850,32767,0,0,0,0,1,0
851,0,0,0,1,0,1,0
852,0,0,0,1,0,1,0
853,32767,0,0,0,0,1,0
854,0,0,0,1,0,1,0
855,0,0,0,1,0,1,0
856,0,0,0,1,0,1,0
857,32767,0,0,0,0,1,0
858,0,0,0,1,0,1,0
859,0,0,0,1,0,1,0
860,0,0,0,1,0,1,0
861,0,0,0,1,0,1,0
862,0,0,0,1,0,1,0
863,0,0,0,1,0,1,0
864,32767,0,0,0,0,1,0
865,0,0,0,1,0,1,0
866,0,0,0,1,0,1,0
867,32767,0,0,0,0,1,0
868,0,0,0,1,0,1,0
869,0,0,0,1,0,1,0
870,32767,0,0,0,0,1,0
871,0,0,0,1,0,1,0
872,32767,0,0,0,0,1,0
873,32767,0,0,0,0,1,0
874,32767,0,0,0,0,1,0
875,32767,0,0,0,0,1,0
876,0,0,0,1,0,1,0
877,32767,0,0,0,0,1,0
878,32767,0,0,0,0,1,0
879,0,0,0,1,0,1,0
880,0,0,0,1,0,1,0
881,0,0,0,1,0,1,0
882,32767,0,0,0,0,1,0
883,0,0,0,1,0,1,0
884,0,0,0,1,0,1,0
885,0,0,0,1,0,1,0
886,0,0,0,1,0,1,0
887,32767,0,0,0,0,1,0
888,32767,0,0,0,0,1,0
889,0,0,0,1,0,1,0
890,0,0,0,1,0,1,0
891,0,0,0,1,0,1,0
892,32767,0,0,0,0,1,0
893,32767,0,0,0,0,1,0
894,32767,0,0,0,0,1,0
895,32767,0,0,0,0,1,0
896,32767,0,0,0,0,1,0
897,0,0,0,1,0,1,0
898,32767,0,0,0,0,1,0
899,32767,0,0,0,0,1,0
900,0,0,0,1,0,1,0
901,32767,0,0,0,0,1,0
902,32767,0,0,0,0,1,0
903,32767,0,0,0,0,1,0
904,0,0,0,1,0,1,0
905,32767,0,0,0,0,1,0
906,0,0,0,1,0,1,0
907,0,0,0,1,0,1,0
908,0,0,0,1,0,1,0
909,0,0,0,1,0,1,0
910,32767,0,0,0,0,1,0
911,0,0,0,1,0,1,0
912,0,0,0,1,0,1,0
913,32767,0,0,0,0,1,0
914,0,0,0,1,0,1,0
915,0,0,0,1,0,1,0
916,0,0,0,1,0,1,0
917,0,0,0,1,0,1,0
918,0,0,0,1,0,1,0
919,32767,0,0,0,0,1,0
920,32767,0,0,0,0,1,0
921,32767,0,0,0,0,1,0
922,0,0,0,1,0,1,0
923,32767,0,0,0,0,1,0
924,32767,0,0,0,0,1,0
925,32767,0,0,0,0,1,0
926,32767,0,0,0,0,1,0
927,32767,0,0,0,0,1,0
928,0,0,0,1,0,1,0
929,32767,0,0,0,0,1,0
930,32767,0,0,0,0,1,0
931,32767,0,0,0,0,1,0
932,32767,0,0,0,0,1,0
933,32767,0,0,0,0,1,0
934,32767,0,0,0,0,1,0
935,32767,0,0,0,0,1,0
936,0,0,0,1,0,1,0
937,32767,0,0,0,0,1,0
938,32767,0,0,0,0,1,0
939,32767,0,0,0,0,1,0
940,0,0,0,1,0,1,0
941,0,0,0,1,0,1,0
942,0,0,0,1,0,1,0
943,32767,0,0,0,0,1,0
944,32767,0,0,0,0,1,0
945,0,0,0,1,0,1,0
946,32767,0,0,0,0,1,0
947,0,0,0,1,0,1,0
948,0,0,0,1,0,1,0
949,32767,0,0,0,0,1,0
950,32767,0,0,0,0,1,0
951,32767,0,0,0,0,1,0
952,0,0,0,1,0,1,0
953,32767,0,0,0,0,1,0
954,0,0,0,1,0,1,0
955,32767,0,0,0,0,1,0
956,32767,0,0,0,0,1,0
957,32767,0,0,0,0,1,0
958,32767,0,0,0,0,1,0
959,0,0,0,1,0,1,0
960,32767,0,0,0,0,1,0
961,0,0,0,1,0,1,0
962,32767,0,0,0,0,1,0
963,32767,0,0,0,0,1,0
964,32767,0,0,0,0,1,0
965,32767,0,0,0,0,1,0
966,32767,0,0,0,0,1,0
967,32767,0,0,0,0,1,0
968,32767,0,0,0,0,1,0
969,32767,0,0,0,0,1,0
970,0,0,0,1,0,1,0
971,0,0,0,1,0,1,0
972,32767,0,0,0,0,1,0
973,0,0,0,1,0,1,0
974,0,0,0,1,0,1,0
975,32767,0,0,0,0,1,0
976,0,0,0,1,0,1,0
977,32767,0,0,0,0,1,0
978,32767,0,0,0,0,1,0
979,0,0,0,1,0,1,0
980,32767,0,0,0,0,1,0
981,32767,0,0,0,0,1,0
982,32767,0,0,0,0,1,0
983,32767,0,0,0,0,1,0
984,0,0,0,1,0,1,0
985,32767,0,0,0,0,1,0
986,32767,0,0,0,0,1,0
987,32767,0,0,0,0,1,0
988,0,0,0,1,0,1,0
989,32767,0,0,0,0,1,0
990,32767,0,0,0,0,1,0
991,32767,0,0,0,0,1,0
992,0,0,0,1,0,1,0
993,32767,0,0,0,0,1,0
994,0,0,0,1,0,1,0
995,32767,0,0,0,0,1,0
996,0,0,0,1,0,1,0
997,32767,0,0,0,0,1,0
998,32767,0,0,0,0,1,0
999,32767,0,0,0,0,1,0
1000,32767,0,0,0,0,1,0
1001,32767,0,0,0,0,1,0
1002,32767,0,0,0,0,1,0
1003,0,0,0,1,0,1,0
1004,32767,0,0,0,0,1,0
1005,32767,0,0,0,0,1,0
1006,32767,0,0,0,0,1,0
1007,32767,0,0,0,0,1,0
1008,0,0,0,1,0,1,0
1009,32767,0,0,0,0,1,0
1010,0,0,0,1,0,1,0
1011,32767,0,0,0,0,1,0
1012,32767,0,0,0,0,1,0
1013,0,0,0,1,0,1,0
1014,32767,0,0,0,0,1,0
1015,0,0,0,1,0,1,0
1016,0,0,0,1,0,1,0
1017,32767,0,0,0,0,1,0
1018,32767,0,0,0,0,1,0
1019,32767,0,0,0,0,1,0
1020,0,0,0,1,0,1,0
1021,0,0,0,1,0,1,0
1022,0,0,0,1,0,1,0
1023,32767,0,1,0,0,1,0
